SCHOOL_NAME,SCHOOL_TYPE,YEAR,LOCATION,ENROLMENT,PERCENT_ESL,PERCENT_SPECIAL_NEEDS,PERCENT_FRENCH_IMM,AVERAGE_EXAM_MARK,PERCENT_EXAMS_FAILED,PERCENT_GRAD,PERCENT_DELAYED,OVERALL
Vernon,Public,2019,Vernon,Gr 12 enrolment: 194,0.5,8.4,0.0,69.1,6.1,95,11.2,5.9
W L Seaton,Public,2015,Vernon,Gr 12 enrolment: 165,0.8,9.2,45.8,66.6,12.8,98.4,16.2,5.2
W L Seaton,Public,2016,Vernon,Gr 12 enrolment: 165,0.8,9.2,45.8,67.1,12.2,96.6,14,5.6
W L Seaton,Public,2017,Vernon,Gr 12 enrolment: 165,0.8,9.2,45.8,67.9,11.5,94.8,23.4,5.2
W L Seaton,Public,2018,Vernon,Gr 12 enrolment: 165,0.8,9.2,45.8,70.3,8.6,98.5,18.9,5.9
W L Seaton,Public,2019,Vernon,Gr 12 enrolment: 165,0.8,9.2,45.8,71.9,4.6,98.6,20.5,6.8
Houston,Public,2015,Houston,Gr 12 enrolment: 37,0.0,15.2,0.0,63.4,11.4,97.4,15.2,5.5
Houston,Public,2016,Houston,Gr 12 enrolment: 37,0.0,15.2,0.0,63.1,13.7,96.4,12.9,5.8
Houston,Public,2017,Houston,Gr 12 enrolment: 37,0.0,15.2,0.0,63.8,14.6,97.4,17.3,5.6
Houston,Public,2018,Houston,Gr 12 enrolment: 37,0.0,15.2,0.0,n/a,n/a,n/a,n/a,n/a
Houston,Public,2019,Houston,Gr 12 enrolment: 37,0.0,15.2,0.0,66.9,5.6,91.9,16.6,6
Smithers,Public,2015,Smithers,Gr 12 enrolment: 121,0.3,12.7,0.0,67,12.6,98.6,24.1,5.4
Smithers,Public,2016,Smithers,Gr 12 enrolment: 121,0.3,12.7,0.0,68,11,97.9,27.3,5.8
Smithers,Public,2017,Smithers,Gr 12 enrolment: 121,0.3,12.7,0.0,65.6,15.1,98.1,21.1,5
Smithers,Public,2018,Smithers,Gr 12 enrolment: 121,0.3,12.7,0.0,69.5,9.8,97.4,14.5,6.1
Smithers,Public,2019,Smithers,Gr 12 enrolment: 121,0.3,12.7,0.0,69.5,8.3,97.9,20.7,5.5
Lake City,Public,2015,Williams Lake,Gr 12 enrolment: 212,5.8,9.8,3.8,60.8,23.6,88.2,25,2.5
Lake City,Public,2016,Williams Lake,Gr 12 enrolment: 212,5.8,9.8,3.8,60.8,24.5,90.7,16.9,3.4
Lake City,Public,2017,Williams Lake,Gr 12 enrolment: 212,5.8,9.8,3.8,63.7,14.4,87.2,23.6,5.1
Lake City,Public,2018,Williams Lake,Gr 12 enrolment: 212,5.8,9.8,3.8,68.1,7.8,89.1,22,5.6
Lake City,Public,2019,Williams Lake,Gr 12 enrolment: 212,5.8,9.8,3.8,69.2,7.2,90.7,23.2,5.8
Peter Skene Ogden,Public,2015,100 Mile House,Gr 12 enrolment: 127,2.9,12.7,8.4,65.1,13.7,97.6,19.5,5.3
Peter Skene Ogden,Public,2016,100 Mile House,Gr 12 enrolment: 127,2.9,12.7,8.4,65.4,11.7,94.1,19.4,5.3
Peter Skene Ogden,Public,2017,100 Mile House,Gr 12 enrolment: 127,2.9,12.7,8.4,67.6,9.6,95,21,5.7
Peter Skene Ogden,Public,2018,100 Mile House,Gr 12 enrolment: 127,2.9,12.7,8.4,72,4.7,96.3,24.6,6.8
Peter Skene Ogden,Public,2019,100 Mile House,Gr 12 enrolment: 127,2.9,12.7,8.4,66,8.5,96.9,31.5,4.9
Fort Nelson,Public,2015,Fort Nelson,Gr 12 enrolment: 44,1.9,13.0,0.0,62.6,15,98.1,18.8,4.6
Fort Nelson,Public,2016,Fort Nelson,Gr 12 enrolment: 44,1.9,13.0,0.0,60.7,18,97.8,17.4,4.5
Fort Nelson,Public,2017,Fort Nelson,Gr 12 enrolment: 44,1.9,13.0,0.0,57.4,25,95.7,12.4,2.6
Fort Nelson,Public,2018,Fort Nelson,Gr 12 enrolment: 44,1.9,13.0,0.0,63,18.5,95.8,31.3,4.4
Fort Nelson,Public,2019,Fort Nelson,Gr 12 enrolment: 44,1.9,13.0,0.0,59.4,28.2,94.9,12,5
Clearwater,Public,2015,Clearwater,Gr 12 enrolment: 43,0.5,18.4,0.0,63.7,14.6,89.6,14.4,4.2
Clearwater,Public,2016,Clearwater,Gr 12 enrolment: 43,0.5,18.4,0.0,60.4,23.5,96,30.9,2.2
Clearwater,Public,2017,Clearwater,Gr 12 enrolment: 43,0.5,18.4,0.0,n/a,n/a,n/a,n/a,n/a
Clearwater,Public,2018,Clearwater,Gr 12 enrolment: 43,0.5,18.4,0.0,n/a,n/a,n/a,n/a,n/a
Clearwater,Public,2019,Clearwater,Gr 12 enrolment: 43,0.5,18.4,0.0,64.4,12.1,94.1,20.9,4.4
Norkam,Public,2015,Kamloops,Gr 12 enrolment: 248,1.4,15.3,0.3,66.2,10.7,97.2,12.5,5.9
Norkam,Public,2016,Kamloops,Gr 12 enrolment: 248,1.4,15.3,0.3,63.4,15.8,93.7,10.6,5
Norkam,Public,2017,Kamloops,Gr 12 enrolment: 248,1.4,15.3,0.3,61.9,19.8,94.5,10,3.9
Norkam,Public,2018,Kamloops,Gr 12 enrolment: 248,1.4,15.3,0.3,64.2,13.3,96,7.1,5.1
Norkam,Public,2019,Kamloops,Gr 12 enrolment: 248,1.4,15.3,0.3,62.6,11.9,95.8,7.6,4.1
Sa-Hali,Public,2015,Kamloops,Gr 12 enrolment: 175,0.0,8.6,0.1,66.2,11.9,95.6,9.4,5.2
Sa-Hali,Public,2016,Kamloops,Gr 12 enrolment: 175,0.0,8.6,0.1,65.9,13.2,93.1,8.1,4.4
Sa-Hali,Public,2017,Kamloops,Gr 12 enrolment: 175,0.0,8.6,0.1,60.5,20.1,96.7,7.7,3.3
Sa-Hali,Public,2018,Kamloops,Gr 12 enrolment: 175,0.0,8.6,0.1,68.4,12.5,91,11.2,4.2
Sa-Hali,Public,2019,Kamloops,Gr 12 enrolment: 175,0.0,8.6,0.1,64.5,17.8,97.6,8.6,3.3
South Kamloops,Public,2015,Kamloops,Gr 12 enrolment: 185,0.3,9.1,42.7,69.2,6.3,95.1,14.1,6.1
South Kamloops,Public,2016,Kamloops,Gr 12 enrolment: 185,0.3,9.1,42.7,70.2,6.4,96.4,13.1,6.3
South Kamloops,Public,2017,Kamloops,Gr 12 enrolment: 185,0.3,9.1,42.7,69.8,5.3,97.4,9.4,7
South Kamloops,Public,2018,Kamloops,Gr 12 enrolment: 185,0.3,9.1,42.7,71.3,6.2,98,5.2,6.7
South Kamloops,Public,2019,Kamloops,Gr 12 enrolment: 185,0.3,9.1,42.7,73.2,3,98.9,5.1,7.8
St Ann’s,Independent,2015,Kamloops,Gr 12 enrolment: 41,0.0,8.2,0.0,73.9,6,97.8,3.7,7
St Ann’s,Independent,2016,Kamloops,Gr 12 enrolment: 41,0.0,8.2,0.0,77.8,1,97.7,2.5,8.5
St Ann’s,Independent,2017,Kamloops,Gr 12 enrolment: 41,0.0,8.2,0.0,71.9,0,100,7.4,8
St Ann’s,Independent,2018,Kamloops,Gr 12 enrolment: 41,0.0,8.2,0.0,68.7,4.9,97.6,9.6,6.2
St Ann’s,Independent,2019,Kamloops,Gr 12 enrolment: 41,0.0,8.2,0.0,67.8,7.3,95.1,9.7,5.2
Valleyview,Public,2015,Kamloops,Gr 12 enrolment: 169,1.7,7.6,0.0,67.1,9.9,96.8,8.8,6.2
Valleyview,Public,2016,Kamloops,Gr 12 enrolment: 169,1.7,7.6,0.0,65.6,11.5,99.4,5.6,6.1
Valleyview,Public,2017,Kamloops,Gr 12 enrolment: 169,1.7,7.6,0.0,66.5,5.6,97.1,5.2,6.8
Valleyview,Public,2018,Kamloops,Gr 12 enrolment: 169,1.7,7.6,0.0,71.2,3.5,97,7.6,7
Valleyview,Public,2019,Kamloops,Gr 12 enrolment: 169,1.7,7.6,0.0,68.9,1.7,99.4,3.4,6.5
Westsyde,Public,2015,Kamloops,Gr 12 enrolment: 132,0.0,12.4,0.0,63.6,13.4,95.5,14,5
Westsyde,Public,2016,Kamloops,Gr 12 enrolment: 132,0.0,12.4,0.0,62.5,17.8,94.1,8.8,4.2
Westsyde,Public,2017,Kamloops,Gr 12 enrolment: 132,0.0,12.4,0.0,58.8,22.1,95.8,8.6,3.1
Westsyde,Public,2018,Kamloops,Gr 12 enrolment: 132,0.0,12.4,0.0,65,14,95.3,8.9,4.4
Westsyde,Public,2019,Kamloops,Gr 12 enrolment: 132,0.0,12.4,0.0,66.3,7.7,98.4,9.8,4.3
Fort St James,Public,2015,Fort St James,Gr 12 enrolment: 46,0.0,27.6,0.0,65.8,16.8,92.9,8.7,3.8
Fort St James,Public,2016,Fort St James,Gr 12 enrolment: 46,0.0,27.6,0.0,61.5,20.1,100,0,4.2
Fort St James,Public,2017,Fort St James,Gr 12 enrolment: 46,0.0,27.6,0.0,60.5,25.8,92.9,45.2,0.6
Fort St James,Public,2018,Fort St James,Gr 12 enrolment: 46,0.0,27.6,0.0,n/a,n/a,n/a,n/a,n/a
Fort St James,Public,2019,Fort St James,Gr 12 enrolment: 46,0.0,27.6,0.0,59.2,25.7,97.4,42.8,0
Fraser Lake,Public,2015,Fraser Lake,Gr 12 enrolment: 31,0.0,18.8,0.0,60.5,24,93.3,13.2,2.3
Fraser Lake,Public,2016,Fraser Lake,Gr 12 enrolment: 31,0.0,18.8,0.0,59.2,25.9,94.4,7.9,2.8
Fraser Lake,Public,2017,Fraser Lake,Gr 12 enrolment: 31,0.0,18.8,0.0,n/a,n/a,n/a,n/a,n/a
Fraser Lake,Public,2018,Fraser Lake,Gr 12 enrolment: 31,0.0,18.8,0.0,62.2,18.9,97.2,5.9,4.6
Fraser Lake,Public,2019,Fraser Lake,Gr 12 enrolment: 31,0.0,18.8,0.0,57,31.4,100,19.9,2.1
Lakes District,Public,2015,Burns Lake,Gr 12 enrolment: 60,0.0,22.4,0.0,63.1,16.4,100,12.3,4.4
Lakes District,Public,2016,Burns Lake,Gr 12 enrolment: 60,0.0,22.4,0.0,63.4,15.5,87.7,24.7,4.1
Lakes District,Public,2017,Burns Lake,Gr 12 enrolment: 60,0.0,22.4,0.0,62.8,21.4,98.1,1.5,4.6
Lakes District,Public,2018,Burns Lake,Gr 12 enrolment: 60,0.0,22.4,0.0,64.7,7.7,98.5,6.9,5.8
Lakes District,Public,2019,Burns Lake,Gr 12 enrolment: 60,0.0,22.4,0.0,67.7,10.9,90,16,5.1
Nechako Valley,Public,2015,Vanderhoof,Gr 12 enrolment: 81,0.0,16.6,4.1,66.8,11.1,97.6,9.1,5.8
Nechako Valley,Public,2016,Vanderhoof,Gr 12 enrolment: 81,0.0,16.6,4.1,65.6,13.2,96.2,8.3,5.1
Nechako Valley,Public,2017,Vanderhoof,Gr 12 enrolment: 81,0.0,16.6,4.1,67,12.6,98,3.3,6.4
Nechako Valley,Public,2018,Vanderhoof,Gr 12 enrolment: 81,0.0,16.6,4.1,71.7,1.6,98.4,7.8,6.9
Nechako Valley,Public,2019,Vanderhoof,Gr 12 enrolment: 81,0.0,16.6,4.1,66.5,8.2,98.7,2.8,6.4
Pleasant Valley,Public,2015,Armstrong,Gr 12 enrolment: 116,0.0,20.8,0.0,66.2,10.3,93,17.1,5.2
Pleasant Valley,Public,2016,Armstrong,Gr 12 enrolment: 116,0.0,20.8,0.0,65.5,12.7,89.1,44.6,4.1
Pleasant Valley,Public,2017,Armstrong,Gr 12 enrolment: 116,0.0,20.8,0.0,63.6,10.9,90.8,31.8,4.1
Pleasant Valley,Public,2018,Armstrong,Gr 12 enrolment: 116,0.0,20.8,0.0,63.4,14.5,94.6,19.3,4
Pleasant Valley,Public,2019,Armstrong,Gr 12 enrolment: 116,0.0,20.8,0.0,66.2,9.5,94.4,23,5
Salmon Arm,Public,2015,Salmon Arm,Gr 12 enrolment: 318,1.2,17.2,17.2,66.1,10.9,96.1,12,5.8
Salmon Arm,Public,2016,Salmon Arm,Gr 12 enrolment: 318,1.2,17.2,17.2,65.5,12.3,97,12.6,5.9
Salmon Arm,Public,2017,Salmon Arm,Gr 12 enrolment: 318,1.2,17.2,17.2,67.3,6.4,96.4,12.8,6.2
Salmon Arm,Public,2018,Salmon Arm,Gr 12 enrolment: 318,1.2,17.2,17.2,69,4.4,95.4,n/a,6.8
Salmon Arm,Public,2019,Salmon Arm,Gr 12 enrolment: 318,1.2,17.2,17.2,69.4,3.1,97.7,n/a,6.8
North Peace,Public,2015,Fort St John,Gr 12 enrolment: 437,3.1,17.1,4.9,61.4,17.9,92.5,33.5,3.3
North Peace,Public,2016,Fort St John,Gr 12 enrolment: 437,3.1,17.1,4.9,61.3,20.6,92.2,32,3
North Peace,Public,2017,Fort St John,Gr 12 enrolment: 437,3.1,17.1,4.9,61.5,16.6,92.2,23.4,3.6
North Peace,Public,2018,Fort St John,Gr 12 enrolment: 437,3.1,17.1,4.9,62.6,16.3,90,26.5,2.2
North Peace,Public,2019,Fort St John,Gr 12 enrolment: 437,3.1,17.1,4.9,63.7,11.2,93.7,26,3.5
Chetwynd,Public,2015,Chetwynd,Gr 12 enrolment: 48,0.7,8.6,3.7,59.9,20.5,97.1,16,3.5
Chetwynd,Public,2016,Chetwynd,Gr 12 enrolment: 48,0.7,8.6,3.7,59,26.4,100,23.3,2.9
Chetwynd,Public,2017,Chetwynd,Gr 12 enrolment: 48,0.7,8.6,3.7,56.9,27.1,97.6,37.3,1.9
Chetwynd,Public,2018,Chetwynd,Gr 12 enrolment: 48,0.7,8.6,3.7,59.2,19.5,97.8,13.5,1.7
Chetwynd,Public,2019,Chetwynd,Gr 12 enrolment: 48,0.7,8.6,3.7,58,26.7,97.7,21.9,0
Dawson Creek,Public,2015,Dawson Creek,Gr 12 enrolment: 196,5.5,16.1,7.2,61,19.5,97.2,32.8,3.2
Dawson Creek,Public,2016,Dawson Creek,Gr 12 enrolment: 196,5.5,16.1,7.2,57.7,28.5,94.5,27.3,1.9
Dawson Creek,Public,2017,Dawson Creek,Gr 12 enrolment: 196,5.5,16.1,7.2,66.5,5.9,94.7,27,6
Dawson Creek,Public,2018,Dawson Creek,Gr 12 enrolment: 196,5.5,16.1,7.2,67.6,7.5,98.6,16.3,6.3
Dawson Creek,Public,2019,Dawson Creek,Gr 12 enrolment: 196,5.5,16.1,7.2,64.8,9.1,99.3,22.3,6.4
College Heights,Public,2015,Prince George,Gr 12 enrolment: 158,1.7,10.1,0.0,67.7,10.7,96.1,19.7,5.8
College Heights,Public,2016,Prince George,Gr 12 enrolment: 158,1.7,10.1,0.0,65.9,10.7,92.1,17.3,5.5
College Heights,Public,2017,Prince George,Gr 12 enrolment: 158,1.7,10.1,0.0,69.8,8.1,95.8,9.5,6.7
College Heights,Public,2018,Prince George,Gr 12 enrolment: 158,1.7,10.1,0.0,69.6,5.1,97.6,13.8,6.2
College Heights,Public,2019,Prince George,Gr 12 enrolment: 158,1.7,10.1,0.0,69.9,2.1,98.6,10.2,7
D P Todd,Public,2015,Prince George,Gr 12 enrolment: 114,0.6,15.3,0.0,67.9,8.2,92.5,25.2,5.4
D P Todd,Public,2016,Prince George,Gr 12 enrolment: 114,0.6,15.3,0.0,63.5,15.5,93.3,20.9,4.2
D P Todd,Public,2017,Prince George,Gr 12 enrolment: 114,0.6,15.3,0.0,67.9,6.4,88.2,24.7,5.3
D P Todd,Public,2018,Prince George,Gr 12 enrolment: 114,0.6,15.3,0.0,68.4,6.6,87.4,29.3,4.3
D P Todd,Public,2019,Prince George,Gr 12 enrolment: 114,0.6,15.3,0.0,66.5,10,93.3,25.4,3.5
Duchess Park,Public,2015,Prince George,Gr 12 enrolment: 187,0.0,11.1,28.8,69,8.3,92.7,20.2,5.7
Duchess Park,Public,2016,Prince George,Gr 12 enrolment: 187,0.0,11.1,28.8,69,8.2,94.7,17.7,6.3
Duchess Park,Public,2017,Prince George,Gr 12 enrolment: 187,0.0,11.1,28.8,67,9.7,93.5,24.6,5.4
Duchess Park,Public,2018,Prince George,Gr 12 enrolment: 187,0.0,11.1,28.8,71.2,4.6,95.7,18.4,7.1
Duchess Park,Public,2019,Prince George,Gr 12 enrolment: 187,0.0,11.1,28.8,69,6.9,94.1,21.3,5.6
Kelly Road,Public,2015,Prince George,Gr 12 enrolment: 153,0.0,10.5,0.0,64.8,13.9,92,23.2,4.5
Kelly Road,Public,2016,Prince George,Gr 12 enrolment: 153,0.0,10.5,0.0,63,16.9,93.7,15.9,3.7
Kelly Road,Public,2017,Prince George,Gr 12 enrolment: 153,0.0,10.5,0.0,65.9,8.1,91.7,19.9,5.1
Kelly Road,Public,2018,Prince George,Gr 12 enrolment: 153,0.0,10.5,0.0,67.8,7.7,93.2,24.8,4.9
Kelly Road,Public,2019,Prince George,Gr 12 enrolment: 153,0.0,10.5,0.0,63.6,9.5,97.8,9.2,4.3
MacKenzie,Public,2015,Mackenzie,Gr 12 enrolment: 39,0.0,12.5,0.0,58.8,21.5,94.7,27.9,2.1
MacKenzie,Public,2016,Mackenzie,Gr 12 enrolment: 39,0.0,12.5,0.0,58,29.1,89.3,32.3,0.3
MacKenzie,Public,2017,Mackenzie,Gr 12 enrolment: 39,0.0,12.5,0.0,n/a,n/a,n/a,n/a,n/a
MacKenzie,Public,2018,Mackenzie,Gr 12 enrolment: 39,0.0,12.5,0.0,n/a,n/a,n/a,n/a,n/a
MacKenzie,Public,2019,Mackenzie,Gr 12 enrolment: 39,0.0,12.5,0.0,62.1,14.3,96.9,18.2,3.2
Prince George,Public,2015,Prince George,Gr 12 enrolment: 236,3.4,14.5,0.0,66.1,10.1,96.9,18.5,5.4
Prince George,Public,2016,Prince George,Gr 12 enrolment: 236,3.4,14.5,0.0,65.2,12.3,95.4,22.1,5.2
Prince George,Public,2017,Prince George,Gr 12 enrolment: 236,3.4,14.5,0.0,62.3,17.7,95.3,18.8,3.6
Prince George,Public,2018,Prince George,Gr 12 enrolment: 236,3.4,14.5,0.0,68.4,7.8,93.8,26.9,5.4
Prince George,Public,2019,Prince George,Gr 12 enrolment: 236,3.4,14.5,0.0,65.8,11.3,95,21.6,5
Charles Hays,Public,2015,Prince Rupert,Gr 12 enrolment: 151,2.1,15.5,6.9,64.5,16.8,91.3,43.1,3.9
Charles Hays,Public,2016,Prince Rupert,Gr 12 enrolment: 151,2.1,15.5,6.9,63.5,15.7,93.5,36.1,4.4
Charles Hays,Public,2017,Prince Rupert,Gr 12 enrolment: 151,2.1,15.5,6.9,66.4,10,90.7,35,6
Charles Hays,Public,2018,Prince Rupert,Gr 12 enrolment: 151,2.1,15.5,6.9,67.8,8.7,91.2,35.9,5.4
Charles Hays,Public,2019,Prince Rupert,Gr 12 enrolment: 151,2.1,15.5,6.9,66.6,11.7,96.4,27.2,6.7
Correlieu,Public,2015,Quesnel,Gr 12 enrolment: 223,0.0,14.3,3.2,63.6,13.7,96.2,11.3,4.9
Correlieu,Public,2016,Quesnel,Gr 12 enrolment: 223,0.0,14.3,3.2,61.8,17.9,94.4,17.2,4.4
Correlieu,Public,2017,Quesnel,Gr 12 enrolment: 223,0.0,14.3,3.2,62.2,16.4,93.3,18.2,3.9
Correlieu,Public,2018,Quesnel,Gr 12 enrolment: 223,0.0,14.3,3.2,67,9.4,94.1,27,5.5
Correlieu,Public,2019,Quesnel,Gr 12 enrolment: 223,0.0,14.3,3.2,65,10.4,97.1,24.8,5.5
Revelstoke,Public,2015,Revelstoke,Gr 12 enrolment: 88,0.8,20.3,0.0,73.4,6.4,98.6,5.4,7.7
Revelstoke,Public,2016,Revelstoke,Gr 12 enrolment: 88,0.8,20.3,0.0,71.5,4,97.2,3.1,7.4
Revelstoke,Public,2017,Revelstoke,Gr 12 enrolment: 88,0.8,20.3,0.0,67.1,1.8,100,14.2,7.6
Revelstoke,Public,2018,Revelstoke,Gr 12 enrolment: 88,0.8,20.3,0.0,74.2,0,100,13.5,8
Revelstoke,Public,2019,Revelstoke,Gr 12 enrolment: 88,0.8,20.3,0.0,72.4,0,100,14.3,7.7
David Thompson,Public,2015,Invermere,Gr 12 enrolment: 70,0.7,8.8,0.0,67.8,10.3,98.7,3,6.6
David Thompson,Public,2016,Invermere,Gr 12 enrolment: 70,0.7,8.8,0.0,66,14.4,98.5,11.4,5.6
David Thompson,Public,2017,Invermere,Gr 12 enrolment: 70,0.7,8.8,0.0,67.8,4.1,96.9,9.8,7.3
David Thompson,Public,2018,Invermere,Gr 12 enrolment: 70,0.7,8.8,0.0,72.4,0,98.6,7.8,7.6
David Thompson,Public,2019,Invermere,Gr 12 enrolment: 70,0.7,8.8,0.0,67.2,10.5,100,16.8,5.9
Golden,Public,2015,Golden,Gr 12 enrolment: 51,0.0,12.9,21.3,65.6,12.2,93.7,17.1,5
Golden,Public,2016,Golden,Gr 12 enrolment: 51,0.0,12.9,21.3,64.4,11,98,2.5,5.9
Golden,Public,2017,Golden,Gr 12 enrolment: 51,0.0,12.9,21.3,68.1,5.3,100,15.4,6.6
Golden,Public,2018,Golden,Gr 12 enrolment: 51,0.0,12.9,21.3,64.6,14.7,97.6,7.7,4.1
Golden,Public,2019,Golden,Gr 12 enrolment: 51,0.0,12.9,21.3,69,4.4,97.8,19.5,5.7
Selkirk,Public,2015,Kimberley,Gr 12 enrolment: 68,0.0,10.1,0.0,72,4.2,98.6,6.5,7.2
Selkirk,Public,2016,Kimberley,Gr 12 enrolment: 68,0.0,10.1,0.0,70.5,7.7,96.5,5.3,6.8
Selkirk,Public,2017,Kimberley,Gr 12 enrolment: 68,0.0,10.1,0.0,66.3,10.3,96.4,7.2,5.5
Selkirk,Public,2018,Kimberley,Gr 12 enrolment: 68,0.0,10.1,0.0,70.9,7,98.7,4.7,6.2
Selkirk,Public,2019,Kimberley,Gr 12 enrolment: 68,0.0,10.1,0.0,68.3,7.4,98.4,10.7,6.3
